38, 1, -1
2284, 1, 1
3325, 1, 1
3332, 1, -1
3970, 1, 1
4010, 1, -1
52, 2, 1
75, 2, -1
3336, 2, 1
3346, 2, -1
3956, 2, 1
3962, 2, -1
4014, 2, -1
53, 3, 1
78, 3, -1
3336, 3, 1
3346, 3, -1
3956, 3, 1
3962, 3, -1
4014, 3, -1
52, 4, 1
54, 4, -1
3336, 4, 1
3346, 4, -1
3956, 4, 1
3962, 4, -1
4014, 4, -1
53, 5, 1
56, 5, -1
3336, 5, 1
3346, 5, -1
3956, 5, 1
3962, 5, -1
4014, 5, -1
65, 6, -1
1942, 6, 1
3349, 6, -1
3948, 6, 1
3952, 6, -1
75, 7, 1
84, 7, -1
3336, 7, 1
3346, 7, -1
3956, 7, 1
3962, 7, -1
4014, 7, -1
78, 8, 1
87, 8, -1
3336, 8, 1
3346, 8, -1
3956, 8, 1
3962, 8, -1
4014, 8, -1
54, 9, 1
84, 9, -1
3336, 9, 1
3346, 9, -1
3956, 9, 1
3962, 9, -1
4014, 9, -1
56, 10, 1
87, 10, -1
3336, 10, 1
3346, 10, -1
3956, 10, 1
3962, 10, -1
4014, 10, -1
88, 11, -1
3332, 11, -1
3970, 11, 1
4326, 11, 1
88, 12, -1
1935, 12, 1
3953, 12, 1
3960, 12, -1
4126, 12, 1
4128, 12, -1
106, 13, -1
2859, 13, 1
3332, 13, -1
4189, 13, 1
108, 14, -1
127, 14, 1
3342, 14, 1
3943, 14, -1
3949, 14, 1
133, 15, -1
2485, 15, 1
2495, 15, -1
3211, 15, 1
3945, 15, -1
3950, 15, 1
137, 16, -1
141, 16, 1
3342, 16, -1
3943, 16, 1
3949, 16, -1
144, 17, -1
2130, 17, 1
2179, 17, -1
3342, 17, 1
3415, 17, 1
143, 18, -1
144, 18, 1
3332, 18, -1
3342, 18, 2
3943, 18, -1
3949, 18, 1
143, 19, -1
144, 19, 1
3332, 19, -1
3342, 19, 2
3953, 19, -1
3960, 19, 1
137, 20, -1
139, 20, 1
3332, 20, -1
3342, 20, 2
3943, 20, -1
3949, 20, 1
137, 21, -1
139, 21, 1
3332, 21, -1
3342, 21, 2
3953, 21, -1
3960, 21, 1
147, 22, 1
150, 22, -1
3346, 22, -1
3945, 22, 1
3950, 22, -1
148, 23, -1
2481, 23, 1
3401, 23, 1
4010, 23, -1
124, 24, -1
161, 24, 1
2151, 24, 1
3202, 24, -1
177, 25, 1
179, 25, -1
3336, 25, 1
3346, 25, -1
3945, 25, 1
3950, 25, -1
4014, 25, -1
177, 26, 1
179, 26, -1
3336, 26, 1
3346, 26, -1
3956, 26, 1
3962, 26, -1
4014, 26, -1
180, 27, -1
3342, 27, -1
3953, 27, 1
3960, 27, -1
4450, 27, 1
183, 28, -1
2480, 28, 1
3342, 28, 1
4010, 28, -1
185, 29, 1
2282, 29, -1
3336, 29, -1
204, 30, -1
206, 30, 1
2495, 30, 1
3336, 30, -1
3346, 30, 1
295, 31, 1
2149, 31, -1
3199, 31, 1
3340, 31, -1
145, 32, -1
2481, 32, 1
2847, 32, 1
3342, 32, -1
209, 33, -1
212, 33, 1
2491, 33, 1
3332, 33, -1
3342, 33, 1
212, 34, -1
3342, 34, 1
3916, 34, 1
3943, 34, -1
3949, 34, 1
218, 35, 1
2481, 35, 1
3340, 35, -1
3342, 35, -1
218, 36, -1
300, 36, 1
3325, 36, 1
3970, 36, 1
4010, 36, -1
239, 37, -1
3332, 37, -1
3342, 37, 2
3415, 37, 1
3943, 37, -1
3949, 37, 1
224, 38, -1
237, 38, 1
3332, 38, -1
3342, 38, 2
3943, 38, -1
3949, 38, 1
224, 39, -1
237, 39, 1
3332, 39, -1
3342, 39, 2
3953, 39, -1
3960, 39, 1
239, 40, 1
241, 40, -1
3325, 40, 1
3332, 40, -1
3970, 40, 1
4010, 40, -1
162, 41, -1
2088, 41, 1
3335, 41, -1
4192, 41, 1
272, 42, -1
2481, 42, 1
3342, 42, -2
3485, 42, 1
272, 43, -2
1935, 43, 2
3342, 43, -2
4010, 43, -1
272, 44, -1
274, 44, 1
2149, 44, -1
3199, 44, 1
3342, 44, -1
273, 45, -1
275, 45, 1
2151, 45, -1
3202, 45, 1
3346, 45, -1
274, 46, -1
3332, 46, -1
3342, 46, 1
4326, 46, 1
4434, 46, 1
275, 47, -1
3336, 47, -1
3346, 47, 1
4328, 47, 1
4437, 47, 1
137, 48, 1
2120, 48, -1
3325, 48, 1
3332, 48, -1
3908, 48, 1
4010, 48, -1
137, 49, 1
3325, 49, 1
3332, 49, -1
3970, 49, 1
3997, 49, -1
4010, 49, -1
143, 50, 1
2847, 50, -1
3325, 50, 1
3332, 50, -1
3970, 50, 1
4010, 50, -1
316, 51, 1
2005, 51, 1
2495, 51, -1
2509, 51, -1
3336, 51, -1
3346, 51, 1
3945, 51, -1
3950, 51, 1
315, 52, 1
316, 52, -1
2495, 52, 1
3336, 52, -1
3346, 52, 1
323, 53, 1
2899, 53, -1
3336, 53, 1
3346, 53, -2
3945, 53, 1
