2, 1, 1
3, 1, -1
4, 2, 1
5, 2, -1
6, 3, 1
7, 3, -1
8, 4, 1
9, 4, -1
10, 5, 1
11, 5, -1
12, 6, 1
13, 6, -1
14, 7, 1
15, 7, -1
17, 8, -1
18, 8, 1
16, 9, 1
18, 9, -1
20, 10, -1
21, 10, 1
19, 11, 1
21, 11, -1
23, 12, 1
25, 12, -1
24, 13, -1
25, 13, 1
58, 14, -1
59, 14, 1
60, 15, -1
61, 15, 1
62, 16, -1
63, 16, 1
64, 17, -1
65, 17, 1
66, 18, 1
68, 18, -1
67, 19, -1
68, 19, 1
65, 20, -1
233, 20, 1
61, 21, -1
173, 21, 1
59, 22, -1
168, 22, 1
63, 23, -1
179, 23, 1
82, 24, -1
83, 24, 1
117, 25, 1
118, 25, -1
161, 26, 1
162, 26, -1
159, 27, 1
160, 27, -1
135, 28, 1
136, 28, -1
133, 29, 1
134, 29, -1
147, 30, 1
148, 30, -1
145, 31, 1
146, 31, -1
84, 32, 1
85, 32, -1
86, 33, 1
87, 33, -1
88, 34, 1
89, 34, -1
90, 35, 1
91, 35, -1
92, 36, 1
93, 36, -1
94, 37, 1
95, 37, -1
96, 38, 1
97, 38, -1
84, 39, -1
604, 39, -1
1230, 39, 1
86, 40, -1
1232, 40, 1
1517, 40, -1
88, 41, -1
1234, 41, 1
1520, 41, -1
90, 42, -1
929, 42, -1
1236, 42, 1
92, 43, -1
932, 43, -1
1238, 43, 1
94, 44, -1
1182, 44, -1
1240, 44, 1
96, 45, -1
1185, 45, -1
1242, 45, 1
98, 46, 1
99, 46, -1
100, 47, 1
101, 47, -1
102, 48, 1
103, 48, -1
104, 49, 1
105, 49, -1
106, 50, 1
107, 50, -1
108, 51, 1
109, 51, -1
110, 52, 1
111, 52, -1
98, 53, -1
604, 53, -1
1247, 53, 1
100, 54, -1
1249, 54, 1
1517, 54, -1
102, 55, -1
1251, 55, 1
1520, 55, -1
104, 56, -1
929, 56, -1
1253, 56, 1
106, 57, -1
932, 57, -1
1255, 57, 1
108, 58, -1
1182, 58, -1
1257, 58, 1
110, 59, -1
1185, 59, -1
1259, 59, 1
125, 60, -1
842, 60, 1
125, 61, -1
842, 61, 1
126, 62, -1
974, 62, 1
126, 63, -1
974, 63, 1
139, 64, -1
241, 64, 1
164, 65, -1
165, 65, 1
167, 66, -1
168, 66, 1
172, 67, -1
173, 67, 1
178, 68, -1
179, 68, 1
192, 69, -1
1451, 69, 1
191, 70, -1
1449, 70, 1
182, 71, -1
1432, 71, 1
196, 72, -1
1479, 72, 1
186, 73, -1
1433, 73, 1
201, 74, -1
1482, 74, 1
187, 75, -1
1434, 75, 1
199, 76, -1
1481, 76, 1
188, 77, -1
1431, 77, 1
180, 78, -1
463, 78, 1
195, 79, -1
1454, 79, 1
198, 80, -1
1480, 80, 1
183, 81, -1
620, 81, 1
202, 82, -1
627, 82, 1
174, 83, -1
175, 83, 1
233, 84, -1
1591, 84, 1
173, 85, -1
575, 85, 1
168, 86, -1
348, 86, 1
179, 87, -1
904, 87, 1
192, 88, 1
216, 88, -1
191, 89, 1
215, 89, -1
182, 90, 1
209, 90, -1
196, 91, 1
220, 91, -1
186, 92, 1
210, 92, -1
201, 93, 1
225, 93, -1
187, 94, 1
211, 94, -1
199, 95, 1
223, 95, -1
188, 96, 1
212, 96, -1
180, 97, 1
341, 97, -1
195, 98, 1
219, 98, -1
198, 99, 1
222, 99, -1
216, 100, 1
278, 100, 1
1045, 100, -1
1179, 100, -1
215, 101, 1
278, 101, 1
588, 101, -1
1045, 101, -1
209, 102, 1
278, 102, 1
487, 102, -1
1045, 102, -1
220, 103, 1
278, 103, 1
603, 103, -1
1045, 103, -1
210, 104, 1
278, 104, 1
486, 104, -1
1045, 104, -1
225, 105, 1
278, 105, 1
1045, 105, -1
1142, 105, -1
211, 106, 1
278, 106, 1
1045, 106, -1
1450, 106, -1
223, 107, 1
278, 107, 1
1045, 107, -1
1224, 107, -1
212, 108, 1
278, 108, 1
937, 108, -1
1045, 108, -1
219, 109, 1
278, 109, 1
464, 109, -1
1045, 109, -1
222, 110, 1
278, 110, 1
939, 110, -1
1045, 110, -1
282, 111, 1
284, 111, -1
283, 112, -1
284, 112, 1
232, 113, -1
233, 113, 1
165, 114, 1
650, 114, -1
921, 114, 1
246, 115, -1
247, 115, 1
248, 116, 1
1287, 116, -1
279, 117, -1
282, 117, 1
374, 117, 1
281, 118, -1
284, 118, 1
376, 118, 1
279, 119, 1
281, 119, -1
280, 120, -1
281, 120, 1
262, 121, -1
842, 121, 1
262, 122, 1
264, 122, -1
263, 123, -1
264, 123, 1
266, 124, 1
343, 124, 1
579, 124, -1
421, 125, 1
1371, 125, -1
278, 126, -1
1142, 126, 1
1517, 126, -1
278, 127, -1
1450, 127, 1
1520, 127, -1
278, 128, -1
929, 128, -1
1224, 128, 1
278, 129, -1
932, 129, -1
937, 129, 1
278, 130, -1
1185, 130, -1
1192, 130, 1
278, 131, -1
1181, 131, 1
1182, 131, -1
278, 132, -1
603, 132, 1
604, 132, -1
278, 133, -1
588, 133, 1
589, 133, -1
278, 134, -1
1179, 134, 1
1188, 134, -1
292, 135, -1
919, 135, 1
1126, 135, 1
662, 136, -1
666, 136, 1
1577, 136, -1
1578, 136, 1
23, 137, -1
1058, 137, 1
25, 138, -1
1060, 138, 1
426, 139, -1
788, 139, 1
961, 139, 1
234, 140, -1
368, 140, -1
861, 140, 1
1427, 140, 1
234, 141, 1
237, 141, -1
234, 142, 1
236, 142, -1
235, 143, -1
236, 143, 1
291, 144, 1
294, 144, 1
297, 144, -1
304, 144, -1
291, 145, 1
304, 145, -2
297, 146, 1
299, 146, -1
298, 147, -1
299, 147, 1
300, 148, -1
304, 148, 1
301, 149, -1
302, 149, 1
300, 150, 1
302, 150, -1
303, 151, 1
304, 151, -1
409, 151, -1
350, 152, -1
360, 152, 1
304, 153, -1
927, 153, -1
1052, 153, 1
1293, 154, -1
1301, 154, 1
309, 155, -1
311, 155, 1
308, 156, -1
309, 156, 1
310, 157, -1
311, 157, 1
314, 158, -1
318, 158, 1
313, 159, -1
314, 159, 1
315, 160, 1
316, 160, -1
1542, 161, -1
1553, 161, -1
1573, 161, 1
1576, 161, 1
315, 162, 1
318, 162, -1
1246, 162, -1
1346, 162, 1
317, 163, -1
318, 163, 1
306, 164, 1
320, 164, -1
304, 165, -1
320, 165, 1
861, 165, -1
112, 166, 1
144, 166, -1
1346, 166, -1
294, 167, -1
342, 167, 1
383, 168, 1
1346, 168, -2
315, 169, 1
326, 169, -1
1012, 169, 1
1546, 170, -1
1576, 170, -1
1577, 170, 1
324, 171, -1
325, 171, 1
1246, 171, -1
1346, 171, 1
323, 172, -1
324, 172, 1
326, 173, 1
328, 173, -1
1246, 173, -1
1346, 173, 1
327, 174, -1
328, 174, 1
329, 175, 1
331, 175, -1
330, 176, -1
331, 176, 1
322, 177, 1
329, 177, -1
1346, 177, 1
455, 178, 1
460, 178, -1
962, 179, 1
969, 179, -1
1178, 180, 1
1180, 180, -1
587, 181, 1
592, 181, -1
602, 182, 1
607, 182, -1
1447, 183, 1
1448, 183, -1
936, 184, 1
1289, 184, -1
1193, 185, 1
1413, 185, -1
278, 186, -1
293, 186, 1
304, 186, -1
294, 187, 1
337, 187, -1
1197, 187, 1
332, 188, 1
333, 188, -1
334, 189, 1
335, 189, -1
335, 190, -1
336, 190, 1
364, 190, 1
396, 190, -1
334, 191, 1
505, 191, -1
334, 192, -1
972, 192, 1
307, 193, 1
337, 193, -1
368, 193, -1
861, 193, 1
278, 194, 1
419, 194, -1
1227, 194, 1
294, 195, -1
304, 195, 1
339, 196, -1
340, 196, 1
338, 197, -1
340, 197, 1
294, 198, 1
296, 198, -1
294, 199, 1
296, 199, -1
295, 200, -1
296, 200, 1
346, 201, -1
992, 201, 1
238, 202, 1
239, 202, -1
1346, 202, 1
239, 203, 1
503, 203, -1
853, 203, -1
861, 203, 1
343, 204, -1
966, 204, 1
343, 205, 1
345, 205, -1
344, 206, -1
345, 206, 1
977, 209, 1
999, 209, -1
396, 210, -1
397, 210, 1
474, 211, 1
346, 212, -1
343, 213, 1
346, 213, -1
1362, 213, 1
346, 214, 1
348, 214, -1
346, 215, 1
348, 215, -1
347, 216, -1
348, 216, 1
349, 217, -1
350, 217, 1
351, 218, 1
360, 218, -1
895, 218, 1
1360, 218, -1
351, 219, 1
353, 219, -1
352, 220, -1
353, 220, 1
357, 221, -1
1354, 221, 1
343, 222, -1
1324, 222, -1
420, 223, -1
1228, 223, 1
593, 224, -1
766, 224, 1
77, 225, -1
366, 225, 1
766, 225, 1
449, 226, -1
593, 226, 1
983, 226, -1
294, 227, 1
315, 227, -1
816, 227, 1
282, 228, 1
399, 228, -1
403, 228, 1
284, 229, 1
400, 229, -1
405, 229, 1
316, 230, 1
399, 230, -1
406, 230, 1
399, 231, 1
400, 231, -1
279, 232, 1
401, 232, -1
403, 232, 1
281, 233, 1
402, 233, -1
405, 233, 1
374, 234, 1
399, 234, 1
401, 234, -1
376, 235, 1
400, 235, 1
402, 235, -1
316, 236, 1
401, 236, -1
407, 236, 1
401, 237, 1
402, 237, -1
316, 238, 1
403, 238, -1
408, 238, 1
355, 239, -1
356, 239, 1
